CT1,CT2,CT3,CT_Avg,total_current,state,created_at,vibration,therm_temp
4.06524086,5.564013481,4.762777805,4.797344208,14.39203262,ON,2024-08-05 04:01:58,1810.0,49.21403885
3.294127464,4.260715961,3.827064276,3.793969154,11.38190746,ON,2024-08-05 04:02:03,1795.0,49.26900482
3.301000595,3.812106133,3.745016575,3.619374514,10.85812378,ON,2024-08-05 04:02:08,1886.0,49.33441162
3.313764572,4.550103188,3.684630156,3.849499464,11.54849815,ON,2024-08-05 04:02:13,1631.0,49.37679672
4.177095413,5.253909588,4.495433331,4.642146587,13.92643929,ON,2024-08-05 04:02:18,1853.0,49.47359848
4.261211395,5.387761116,4.752809525,4.800593853,14.40178204,ON,2024-08-05 04:02:23,1931.0,49.56141281
3.389402628,4.434537888,3.872564554,3.898834944,11.69650459,ON,2024-08-05 04:02:28,1901.0,49.59969711
3.383980274,4.692418575,3.802401543,3.95960021,11.87880039,ON,2024-08-05 04:05:58,1888.0,50.67945099
3.391423941,4.331915855,3.547918797,3.757086515,11.27125931,ON,2024-08-05 04:06:03,1904.0,50.64833832
3.369589329,4.390853882,4.032325268,3.930922747,11.79276848,ON,2024-08-05 04:08:58,1789.0,50.13256073
4.411037922,5.281051159,4.390892982,4.694327354,14.08298206,ON,2024-08-05 04:09:03,1856.0,50.07478333
4.353526115,5.206399441,4.769901276,4.776608944,14.32982635,ON,2024-08-05 04:09:08,1817.0,49.99801636
3.39607811,4.286010742,3.696336746,3.792808533,11.3784256,ON,2024-08-05 04:09:13,2035.0,49.9408226
4.26840353,5.195137978,4.524558544,4.662700176,13.98810005,ON,2024-08-05 04:09:18,1763.0,49.82522964
4.060639381,5.193555832,4.75160408,4.668599606,14.00579929,ON,2024-08-05 04:09:23,1794.0,49.6626091
4.241102695,5.168385029,4.562764645,4.657417297,13.97225189,ON,2024-08-05 04:09:28,1872.0,49.60962296
3.518795252,4.374370575,3.768606901,3.887257576,11.66177273,ON,2024-08-05 04:09:33,1648.0,49.53253937
4.52960062,5.239103794,4.552586555,4.773763657,14.32129097,ON,2024-08-05 04:09:38,1839.0,49.47071075
4.276416779,5.215344906,4.875807285,4.789189816,14.36756897,ON,2024-08-05 04:09:43,2027.0,49.38079453
4.30011034,5.479132652,4.687444687,4.822229385,14.46668816,ON,2024-08-05 04:09:48,1895.0,49.33618546
3.448205233,4.222006321,3.667254925,3.779155731,11.33746719,ON,2024-08-05 04:09:53,1838.0,49.30436325
3.68224287,4.628056049,3.778025627,4.029441357,12.08832455,ON,2024-08-05 04:09:58,1671.0,49.28387451
4.17056179,5.521179199,4.732894421,4.808211803,14.42463493,ON,2024-08-05 04:10:03,1840.0,49.27239227
4.239121914,5.222540855,4.568236828,4.676633358,14.0298996,ON,2024-08-05 04:10:08,1927.0,49.26319504
3.348274708,4.342214584,3.975732088,3.88874054,11.66622162,ON,2024-08-05 04:10:13,1782.0,49.24751282
3.377530813,4.29985714,3.81139493,3.829594374,11.48878288,ON,2024-08-05 04:10:18,1839.0,49.28181076
3.414215088,4.499313354,4.139318943,4.017615795,12.05284691,ON,2024-08-05 04:10:23,1986.0,49.29972839
