CT1,CT2,CT3,CT_Avg,total_current,therm_temp,vibration
3.505350351,4.41626215,3.642426729,3.854679823,11.56403923,52.13368607,1873.0
3.493917704,3.713948965,4.087629795,3.765165329,11.29549599,52.10531616,1838.0
5.455880165,6.171312332,6.041782856,5.889658451,17.66897583,52.14612579,1622.0
5.766739368,6.397179127,5.86182642,6.008581638,18.02574539,52.15809631,1933.0
3.431518316,4.205799103,4.007603168,3.881640196,11.64492035,52.23088455,1786.0
3.552915573,4.063669205,3.906481743,3.841022253,11.52306652,52.24954605,1853.0
3.115590811,4.331888199,3.740071297,3.729183435,11.18755054,52.33184052,1890.0
5.140720367,6.043118,5.76836729,5.650735378,16.95220566,52.35468292,1647.0
5.435087204,6.440349579,5.566518307,5.813985348,17.44195557,52.40452194,1822.0
3.555861473,4.211832047,3.901277065,3.889656782,11.66897011,52.53447723,1731.0
3.324083567,4.340167046,3.825342894,3.829864502,11.48959351,52.44546127,1618.0
5.451017857,6.377811909,5.972565651,5.933798313,17.80139542,52.4883728,2032.0
5.170526505,6.188354969,6.035031796,5.797971249,17.39391327,52.54528427,1939.0
3.484222889,4.592583656,4.206016064,4.094274521,12.28282356,52.55812073,1889.0
5.245113373,6.588550568,5.767356873,5.867006779,17.60102081,52.5990181,2002.0
5.182794094,6.409392357,5.750564098,5.780916691,17.34275055,52.63499832,1824.0
3.216048479,4.398386955,3.732655764,3.782363653,11.34709072,52.73740768,1723.0
4.424170017,4.223353863,3.539494276,4.062339306,12.18701839,53.66835022,1762.0
4.499712944,5.589033127,4.956134796,5.014960289,15.04488087,53.64370346,1873.0
5.417090893,6.436495304,5.847157478,5.900248051,17.70074463,53.5720787,1987.0
5.302301884,6.895689964,5.9734025,6.05713129,18.17139435,53.46328354,1950.0
5.385247707,6.568655491,6.219379902,6.057760715,18.17328262,53.32987976,1894.0
5.587665081,6.66337347,5.97085619,6.073965073,18.22189522,53.20901108,1632.0
5.207472801,6.004212379,5.32456398,5.512083054,16.53624916,53.10175705,2055.0
3.323965073,4.092198372,3.736266613,3.717476606,11.15242958,52.95709991,1889.0
3.800320387,4.699001789,4.163529396,4.220950603,12.66285133,52.88343811,2034.0
5.752700806,6.646861076,6.007116795,6.135559559,18.40667915,52.78904724,1789.0
5.404757977,6.63902235,6.30278635,6.115522385,18.34656715,52.73174286,1827.0
3.26637578,4.159141541,3.62209177,3.682536364,11.04760933,52.66878128,1802.0
3.275362253,4.127845764,3.783649206,3.728952408,11.18685722,52.6421051,1856.0
3.974438667,4.692398071,4.546653271,4.40449667,13.21348953,52.62025833,1765.0
