CT1,CT2,CT3,CT_Avg,total_current,state,created_at,vibration,therm_temp
20.80328941,20.48429871,19.84216499,20.37658501,61.12975311,ON,2024-08-03 12:08:56,2110.0,36.62787628
32.48816681,29.79357338,28.75112724,30.34428978,91.03286743,ON,2024-08-03 12:09:01,2165.0,36.60684204
22.7430706,21.06526566,19.11008072,20.97280502,62.91841507,ON,2024-08-03 12:09:06,2037.0,36.6187706
27.64033127,27.55417442,24.04364967,26.41271782,79.23815155,ON,2024-08-03 12:09:11,2141.0,36.64374924
23.21099854,22.7725296,23.00968552,22.99773598,68.99320984,ON,2024-08-03 12:09:16,2067.0,36.65262222
31.82194328,29.19153595,27.71592903,29.57646942,88.72940826,ON,2024-08-03 12:09:21,2140.0,36.65372086
23.59822273,22.72874832,20.24393463,22.1903019,66.57090759,ON,2024-08-03 12:09:26,2005.0,36.65788269
22.88685989,22.17417145,19.79947472,21.62016869,64.86050415,ON,2024-08-03 12:09:31,2173.0,36.68334579
30.31669044,26.76665115,27.71656418,28.2666378,84.7999115,ON,2024-08-03 12:09:36,2117.0,36.70316696
25.38578987,22.88316917,21.42659378,23.23185158,69.69555664,ON,2024-08-03 12:09:41,2095.0,36.7365303
37.11071014,36.00601959,33.75975037,35.6254921,106.8764801,ON,2024-08-03 12:15:54,2149.0,37.23789597
23.15531921,22.33523178,23.0424614,22.84433746,68.53301239,ON,2024-08-03 12:15:59,2097.0,37.24141312
24.88515663,22.76678276,20.19312668,22.61502075,67.84506226,ON,2024-08-03 12:16:04,2034.0,37.2377739
32.132164,31.4866581,33.13405228,32.25095749,96.75286865,ON,2024-08-03 12:16:09,2102.0,37.2631073
25.67379379,23.96814728,21.88443184,23.84212494,71.52637482,ON,2024-08-03 12:16:14,2150.0,37.25588226
27.29016685,29.24374199,28.51725578,28.35038757,85.05116272,ON,2024-08-03 12:16:19,2160.0,37.2747345
23.45481682,22.73246956,22.39453697,22.86060905,68.58182526,ON,2024-08-03 12:16:24,2156.0,37.23927307
37.42642212,34.25355911,31.05615616,34.24537659,102.7361298,ON,2024-08-03 12:16:29,2129.0,37.23591232
22.3195591,26.08186531,25.81881714,24.74008179,74.22024536,ON,2024-08-03 12:16:34,2127.0,37.25301361
22.28503799,22.01372528,19.14022064,21.14632797,63.43898392,ON,2024-08-03 12:16:39,2055.0,37.24388504
37.20767593,33.16691971,33.73669434,34.70376205,104.11129,ON,2024-08-03 12:16:44,2096.0,37.25121307
22.32675362,20.47043419,18.50892448,20.4353714,61.3061142,ON,2024-08-03 12:16:49,2160.0,37.24480438
29.63568115,30.62769318,26.68768692,28.98368835,86.95106506,ON,2024-08-03 12:16:54,2097.0,37.27293015
25.44296074,24.14909172,25.17910576,24.92371941,74.77115631,ON,2024-08-03 12:16:59,2013.0,37.37014389
32.94279861,29.3918438,27.94827271,30.09430504,90.28291321,ON,2024-08-03 12:17:04,2082.0,37.31113815
28.47235107,29.53120613,25.39160538,27.79838562,83.39515686,ON,2024-08-03 12:17:09,2134.0,37.38220215
21.85133171,21.16587448,18.54061317,20.51927185,61.55781555,ON,2024-08-03 12:17:14,2101.0,37.33566284
38.45495224,34.13145065,32.86850357,35.15163803,105.4549103,ON,2024-08-03 12:17:19,2027.0,37.36227036
21.4985733,21.3650341,19.49988937,20.78783226,62.36349869,ON,2024-08-03 12:17:24,2082.0,37.52192307
29.89174652,29.31760025,23.01882935,27.40939331,82.22817993,ON,2024-08-03 12:17:29,2143.0,37.52930069
31.96417999,29.60332108,29.90611458,30.49120522,91.47361755,ON,2024-08-03 12:17:34,2027.0,37.52135849
28.54065895,24.2892952,22.32416344,25.05137444,75.1541214,ON,2024-08-03 12:17:39,2097.0,37.70116425
27.61760139,27.95463181,24.55197334,26.70806885,80.12420654,ON,2024-08-03 12:17:44,2116.0,37.50379562
22.83183861,20.83841133,20.56149864,21.4105835,64.23175049,ON,2024-08-03 12:17:49,2071.0,37.47520447
29.69886398,27.94936562,29.30070877,28.98298073,86.94894409,ON,2024-08-03 12:22:39,2030.0,38.03153229
29.06462669,25.87154007,23.96082115,26.29899597,78.89698792,ON,2024-08-03 12:22:44,2081.0,38.0112915
27.48527908,27.42293167,23.62868118,26.17896461,78.53689575,ON,2024-08-03 12:22:49,2133.0,37.98420334
21.09234428,20.16211319,19.13684273,20.13043213,60.39129639,ON,2024-08-03 12:22:54,2014.0,37.96100998
34.39685059,32.05810928,32.26028824,32.90507889,98.71524048,ON,2024-08-03 12:22:59,2094.0,37.92998886
22.10894585,21.71730614,19.3589325,21.06172752,63.18518448,ON,2024-08-03 12:23:04,2105.0,37.94776154
28.63618469,28.32260895,22.49584389,26.48487854,79.45463562,ON,2024-08-03 12:23:09,2068.0,37.94148254
28.45760727,27.58829117,28.89552689,28.31380653,84.94142151,ON,2024-08-03 12:23:14,2163.0,37.8927536
30.76699257,25.5834198,22.75528717,26.36856651,79.10569763,ON,2024-08-03 12:23:19,2032.0,37.89334488
26.79851151,28.03057861,23.77735901,26.20214844,78.60644531,ON,2024-08-03 12:23:24,2160.0,37.88265991
21.02020836,20.43360329,19.67861366,20.37747383,61.1324234,ON,2024-08-03 12:23:29,2074.0,37.89824295
34.21324158,31.61996078,32.21522141,32.68281174,98.0484314,ON,2024-08-03 12:23:34,2099.0,37.90284729
22.66586113,23.28393555,20.69468307,22.21482849,66.64448547,ON,2024-08-03 12:23:39,2099.0,37.95845795
26.94021225,24.02457809,19.67025948,23.54501534,70.63504791,ON,2024-08-03 12:23:44,2062.0,37.9388237
32.03704453,30.00627899,29.77728462,30.60687065,91.82061005,ON,2024-08-03 12:23:49,2176.0,37.92848206
28.70282364,24.19693184,22.71843147,25.20606232,75.61818695,ON,2024-08-03 12:23:54,2091.0,37.96591949
28.62074661,27.7546196,23.48121071,26.61885834,79.85657501,ON,2024-08-03 12:23:59,2096.0,37.95192719
21.76648712,20.64031219,19.42199898,20.60959816,61.82879639,ON,2024-08-03 12:24:04,2156.0,37.94488907
36.47984695,31.8650074,31.43612862,33.26032639,99.78098297,ON,2024-08-03 12:24:09,2015.0,37.93359756
22.7203083,22.70176506,20.26009941,21.89405823,65.68217468,ON,2024-08-03 12:24:14,2099.0,37.94945526
25.6772747,23.87088585,20.23561859,23.26126099,69.78378296,ON,2024-08-03 12:24:19,2137.0,37.94242096
33.88990784,30.04188156,29.9965992,31.3094635,93.9283905,ON,2024-08-03 12:24:24,2034.0,37.96814728
25.95385933,22.06857491,21.18944168,23.07062531,69.21187592,ON,2024-08-03 12:24:29,2157.0,37.94112778
26.75336075,29.50047493,27.14189148,27.79857635,83.39572906,ON,2024-08-03 12:24:34,2059.0,37.95684433
30.42605972,26.98601341,25.5326004,27.64822388,82.94467163,ON,2024-08-03 12:29:44,2098.0,38.61214066
27.5482502,27.30568695,24.21059227,26.35484314,79.06452942,ON,2024-08-03 12:29:49,2157.0,38.60990906
20.76225853,20.37722588,19.0310173,20.05683327,60.17050171,ON,2024-08-03 12:29:54,2058.0,38.60818481
34.69874191,33.17169571,33.27220535,33.71421432,101.1426392,ON,2024-08-03 12:29:59,2079.0,38.58724594
21.85599518,20.54286003,19.18466759,20.52784157,61.58352661,ON,2024-08-03 12:30:04,2131.0,38.5927124
29.47513771,29.6092453,26.045784,28.37672234,85.1301651,ON,2024-08-03 12:30:09,2153.0,38.600811
27.83064461,26.16429901,26.74145889,26.91213417,80.73640442,ON,2024-08-03 12:30:14,2047.0,38.54344559
30.2982254,27.55775642,25.61673355,27.82423973,83.47271729,ON,2024-08-03 12:30:19,2093.0,38.47509384
27.40371132,27.81476974,24.8163662,26.67828369,80.03485107,ON,2024-08-03 12:30:24,2187.0,38.47926712
20.78823662,20.25883865,18.95144844,19.999506,59.9985199,ON,2024-08-03 12:30:29,2064.0,38.46649551
35.34218979,32.20687485,32.32467651,33.29124832,99.87374115,ON,2024-08-03 12:30:34,2096.0,38.47343826
21.69574356,22.45261002,20.95295334,21.70043373,65.1013031,ON,2024-08-03 12:30:39,2121.0,38.47635651
28.72302246,28.16800117,22.02501869,26.30534554,78.91603851,ON,2024-08-03 12:30:44,2151.0,38.46690369
31.61409569,28.63740158,28.37207794,29.5411911,88.6235733,ON,2024-08-03 12:30:49,1998.0,38.47494507
30.42810822,27.80933189,25.38570976,27.87438393,83.62315369,ON,2024-08-03 12:30:54,2119.0,38.46656799
26.88954353,28.48526382,24.28144264,26.55208397,79.65625,ON,2024-08-03 12:30:59,2183.0,38.49214554
21.59070396,20.52586174,18.85695839,20.32450867,60.973526,ON,2024-08-03 12:31:04,2096.0,38.49229813
35.38619232,32.34079742,32.66817093,33.46505356,100.3951569,ON,2024-08-03 12:31:09,2081.0,38.4585228
23.73449326,23.119627,19.96668243,22.27359962,66.82080078,ON,2024-08-03 12:31:14,2064.0,38.46432114
27.30430603,24.4917202,19.83821106,23.87808037,71.6342392,ON,2024-08-03 12:31:19,2064.0,38.44293976
31.29590225,29.26455688,31.14109039,30.56718445,91.70155334,ON,2024-08-03 12:31:24,2089.0,38.46556091
25.07730103,22.81558418,21.52063751,23.13784027,69.41352081,ON,2024-08-03 12:31:29,2064.0,38.44972992
26.68620491,29.22617722,27.59292603,27.83510399,83.50531006,ON,2024-08-03 12:31:34,2175.0,38.44229126
22.65584183,22.43344688,21.80701447,22.29876709,66.89630127,ON,2024-08-03 12:31:39,2140.0,38.41218185
28.66199493,28.91586113,22.33800697,26.63862038,79.91586304,ON,2024-08-03 12:36:19,2143.0,39.1682663
30.86975288,28.62354279,29.95729256,29.81686211,89.45058441,ON,2024-08-03 12:36:24,2107.0,39.12574005
30.44066048,26.04083252,24.16932487,26.88360596,80.65081787,ON,2024-08-03 12:36:29,2099.0,39.10361862
28.51583672,29.98241806,25.43563843,27.9779644,83.9338913,ON,2024-08-03 12:36:34,2111.0,39.10732651
21.68490601,21.09306717,18.71013069,20.49603462,61.48810577,ON,2024-08-03 12:36:39,2135.0,39.08109283
36.70540237,33.2538681,33.82455063,34.59460831,103.7838287,ON,2024-08-03 12:36:44,2111.0,39.06282425
22.66517258,21.37250519,18.84534264,20.96100616,62.88301849,ON,2024-08-03 12:36:49,2077.0,39.01364136
30.28477097,30.72057533,27.20687866,29.40407562,88.21222687,ON,2024-08-03 12:36:54,2045.0,38.98743057
27.23785782,25.00904846,25.29343796,25.84678078,77.54034424,ON,2024-08-03 12:36:59,2022.0,38.97338486
35.12022018,29.39648247,27.40055656,30.63908577,91.91725922,ON,2024-08-03 12:37:04,2075.0,38.98231125
24.37753487,30.64809608,27.79997444,27.60853577,82.8256073,ON,2024-08-03 12:37:09,2067.0,38.9658165
22.55702019,22.24058723,19.45940781,21.41900635,64.25701904,ON,2024-08-03 12:37:14,2121.0,38.95816422
36.36656952,32.8992424,33.14034653,34.13538742,102.4061584,ON,2024-08-03 12:37:19,2097.0,38.92963028
23.86687851,21.29325676,19.84619141,21.66877556,65.00632477,ON,2024-08-03 12:37:24,2125.0,38.90750885
27.95556831,32.43180466,28.46351242,29.61696434,88.85089111,ON,2024-08-03 12:37:29,2112.0,38.91398621
22.3711071,22.21422195,22.99078751,22.52536964,67.57611084,ON,2024-08-03 12:37:34,2111.0,38.91864777
36.279953,34.40203094,33.64815521,34.77671432,104.3301392,ON,2024-08-03 12:37:39,2143.0,38.94113159
23.84599876,23.09692383,20.62356186,22.52216148,67.56648254,ON,2024-08-03 12:37:44,2165.0,38.91833878
24.25974846,24.11460304,20.78184891,23.05206871,69.15620422,ON,2024-08-03 12:37:49,2156.0,38.92107773
32.99572754,30.90087509,31.53756905,31.81139183,95.43417358,ON,2024-08-03 12:37:54,2097.0,38.91704178
26.28519821,23.61406708,21.65927505,23.85284615,71.55854034,ON,2024-08-03 12:37:59,2063.0,38.89752197
